,business_id ,categories,city,is_open,latitude,longitude,postal_code,pricerange,review_count,stars,state
25213,5JY1b7iEWEQTAofZDS6EeQ,"['Restaurants', 'Food', 'Shaved Ice', 'Hawaiian', 'Desserts']",Las Vegas,0,36.1508012521,-115.205554962,89102,1,16,5.0,NV
25222,wto3KiT-Mh6rxO_9GBHfbA,"['Pizza', 'Restaurants', 'Food', 'Beer', 'Wine & Spirits']",Las Vegas,1,36.175,-115.136389,89104,1,5,3.0,NV
25223,Tw1CgJ8MHax1orR3gBJl7g,"['Restaurants', 'Mexican']",Las Vegas,0,36.2498922,-115.2441383,89130,2,4,3.5,NV
25253,MUQS2XkrFl8QxCUHgSIzLA,"['Steakhouses', 'Burgers', 'Restaurants', 'Buffets']",Las Vegas,0,36.0996904,-115.1195912,89119,2,143,3.5,NV
25278,0w3BdEOxvwKTpypwbN5kiQ,"['Barbeque', 'Korean', 'Restaurants']",Las Vegas,1,36.1267612,-115.192874,89102,2,607,3.5,NV
25279,Q0Qbxmp0qn0NxUns8F1uJA,"['Buffets', 'Restaurants', 'Chicken Wings']",Las Vegas,1,36.219158,-115.280424,89129,1,7,2.0,NV
25282,qgng2rCxAPJr2YQZZp2mdg,"['Beer', 'Wine & Spirits', 'Food', 'Burgers', 'Restaurants', 'American (Traditional)']",Las Vegas,0,36.114438045,-115.192994933,89103,2,24,3.0,NV
25285,kE8hSuvO6eKtbRA1k541Jg,"['Delis', 'Restaurants', 'Sandwiches', 'Fast Food']",Las Vegas,1,36.056413586,-115.278381521,89113,1,42,3.5,NV
25287,wsVg8S53Xl3rxjA53E1S-g,"['Hawaiian', 'Restaurants']",North Las Vegas,1,36.2404852804,-115.116350025,89030,1,34,4.0,NV
25288,5Is2e7xYtaiTEJ1dLkGR6Q,"['Restaurants', 'Fast Food']",North Las Vegas,1,36.275717206,-115.117629246,89030,1,15,3.5,NV
25291,OBSxiVTm8TuKN-IbtY8fmg,"['Nightlife', 'American (New)', 'Restaurants', 'American (Traditional)', 'Bars']",Henderson,0,36.017605,-115.1178915,89123,2,185,3.5,NV
25293,g6w4kX7tvCqGKAxr07aBQA,"['American (Traditional)', 'Restaurants']",Las Vegas,0,36.168645378,-115.123672485,89101,2,60,2.5,NV
25294,KuZJcLIe3r0zO0x5TlmsKw,"['Mexican', 'Restaurants']",Las Vegas,1,36.1453017225,-115.047892265,89142,1,17,3.0,NV
25314,yUfT6GtCII9g4lg-9olksw,"['Restaurants', 'Mexican']",North Las Vegas,0,36.238937,-115.186183,89032,1,8,3.0,NV
25322,Ona9aVr6RJRL3xyPNlKSPA,"['Hot Dogs', 'Restaurants']",Las Vegas,0,36.1439997,-115.146423,89104,1,13,4.0,NV
25332,KUbCQ2ah__c5x0q_6b4oTA,"['Mexican', 'Restaurants', 'Seafood']",Las Vegas,1,36.175947,-115.115747,89101,2,12,4.5,NV
25366,jsOGd-P1BfoUY40yY5l59A,"['Restaurants', 'Japanese']",Las Vegas,1,36.1461334,-115.1367176,89104,1,22,3.5,NV
25372,W70JrBKLDFV86PpgFu5m8Q,"['Steakhouses', 'Seafood', 'Salad', 'Restaurants', 'American (New)']",North Las Vegas,1,36.2925630351,-115.180763711,89084,3,162,4.0,NV
25385,ABtCLFoIEH26T2Ij-FQjag,"['Restaurants', 'Sandwiches', 'Food', 'Cuban', 'Bakeries']",Las Vegas,0,36.1002484,-115.1395558,89119,1,48,3.5,NV
25391,oKATEDDmUGDDr-tIbDX5Pg,"['Sandwiches', 'Restaurants', 'Food', 'Juice Bars & Smoothies', 'American (New)', 'Cafes']",Las Vegas,1,36.167252,-115.154643,89106,2,16,5.0,NV
25401,kOt9Ci_i8O6m_aPXN8HXLQ,"['Mexican', 'Restaurants']",Las Vegas,0,36.1227157,-115.2430931,89103,1,8,3.0,NV
25414,izvmwI3kSYIt-a6vA4gUMw,"['Delis', 'Sandwiches', 'Restaurants']",Las Vegas,1,36.2409489,-115.1592072,89032,1,15,3.5,NV
25415,O-04UXVtgezKPiQJOll3hg,"['Fast Food', 'Restaurants', 'Delis', 'Sandwiches']",Las Vegas,1,36.0819824,-115.1196025,89119,1,88,4.0,NV
25417,GHS1rVjO-RMcRB6WJLpCDQ,"['Restaurants', 'Shopping', 'Shopping Centers', 'Outlet Stores', 'Fashion']",Las Vegas,1,36.1636507649,-115.15774922,89106,2,851,4.0,NV
25427,LOWn1xi9PfG2kxrUuC21nA,"['Food', 'American (New)', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants', 'Bakeries']",Las Vegas,1,36.2769679607,-115.208030319,89131,1,84,4.5,NV
25438,C4XsC2ZBtsl1EgjdVue3yA,"['Filipino', 'Asian Fusion', 'Restaurants']",Las Vegas,0,36.145433,-115.1360328,89104,1,115,3.5,NV
25439,-YBC5pR2eW0C2sPygH25MA,"['Mexican', 'Fast Food', 'Restaurants']",North Las Vegas,1,36.2402631028,-115.116185266,89030,1,93,3.0,NV
25443,p5PRvPUhJrA-QHhm5xOU7Q,"['Restaurants', 'Burgers', 'Sandwiches', 'Cheesesteaks', 'Pizza', 'Salad']",Las Vegas,1,36.27809,-115.28715,89149,1,172,3.5,NV
25469,-uRn5Hf1uo4vf3UTtOvIfA,"['Mexican', 'Restaurants']",Las Vegas,1,36.2159813265,-115.24277514,89108,1,31,3.5,NV
25473,4Odbtgh9g8XUKorRg7MTHg,"['Italian', 'Restaurants', 'Dance Clubs', 'Nightlife']",Las Vegas,1,36.1454551496,-115.116317666,89104,2,130,4.5,NV
25482,Ub8goFppwZkOGTpfoWF4JA,"['Caterers', 'Sandwiches', 'Event Planning & Services', 'Delis', 'Restaurants']",Las Vegas,1,36.0856477707,-115.119425882,89119,1,25,4.0,NV
25486,nRNWaEuPtfcyR8pI-LnASA,"['Restaurants', 'Italian']",Las Vegas,1,36.1643156,-115.1574463,89106,1,5,3.0,NV
25498,2bK1ng2mnRdtTh_BDNGmIg,"['Italian', 'Restaurants', 'Pizza']",Las Vegas,1,36.2777222,-115.2863093,89149,2,276,3.0,NV
25499,HfuIfYB_CxMAAJiEnxDl9w,"['Japanese', 'Sushi Bars', 'Restaurants']",Las Vegas,1,36.2725324,-115.2667252,89149,2,375,3.5,NV
25508,At2bqa8emnEr5WNIosi0ow,"['Breakfast & Brunch', 'Restaurants']",Henderson,1,36.0284026438,-115.084521542,89074,2,432,4.0,NV
25516,5o7Fx7Iot-gLKVNegLLw-w,"['Latin American', 'Restaurants', 'Spanish', 'Mexican']",Las Vegas,1,36.1049744,-115.1359993,89119,1,27,3.5,NV
25525,vvHr2uKKIhfxVk-fYDmX9Q,"['Restaurants', 'Desserts', 'Tacos', 'Food', 'Fast Food', 'Mexican']",Henderson,1,36.0345461907,-115.050029401,89074,1,6,3.0,NV
25528,2LZGeJy8qByYKB71ML-jcw,"['Restaurants', 'Barbeque', 'American (Traditional)', 'American (New)']",Las Vegas,0,36.136946734,-115.163813579,89109,2,96,2.5,NV
25547,ugLqbAvBdRDc-gS4hpslXw,"['Sushi Bars', 'Restaurants']",Las Vegas,1,36.115520451,-115.134970584,89119,2,1648,4.0,NV
25550,DsMIfKq8pZgcgcrryHDKRA,"['Vegan', 'Food Delivery Services', 'Food', 'Restaurants']",Las Vegas,0,36.0765176,-115.1533426,89119,1,3,4.5,NV
25553,eU_XJ4uNAlRoH4tNfWtz9g,"['Restaurants', 'Mexican']",Las Vegas,0,36.1725319,-115.197258,89107,2,5,4.0,NV
25555,Hv2BwfsNSsUanW2pJ-VCRA,"['Mexican', 'Restaurants', 'Seafood', 'Tex-Mex']",Henderson,1,36.0202146714,-115.050035324,89012,1,41,3.0,NV
25557,CvpXZRF-I7wfm19dW1jOXA,"['Italian', 'Restaurants', 'Pizza']",Las Vegas,1,36.159290697,-115.350952173,89135,2,162,3.0,NV
25571,893VryJbZcCm5V9xon_aLA,"['Restaurants', 'Sandwiches', 'Cheesesteaks', 'American (New)', 'Pizza']",Las Vegas,0,36.2200387,-115.2123514,89130,2,5,5.0,NV
25576,Vk1-8BhzJdZYiZjXPFwgEQ,"['Sports Bars', 'Nightlife', 'Bars', 'Restaurants', 'Pubs', 'American (New)']",Las Vegas,1,36.1374298,-115.0670067,89121,1,5,4.5,NV
25585,mPnuIggOiZA91AUW9FcX9g,"['Restaurants', 'Chinese', 'American (Traditional)']",Las Vegas,0,36.1166353,-115.1929046,89103,1,4,3.0,NV
25590,2GQ0DbNf7Wkhws7kFiU_Qw,"['Hot Dogs', 'Fast Food', 'Restaurants']",Las Vegas,0,36.0667781,-115.1722474,89119,1,13,2.5,NV
25607,Wc1i5QsTKheJq6lstPAllA,"['Restaurants', 'Pizza']",Las Vegas,1,36.1583654,-115.1260071,89104,1,9,2.0,NV
25610,u29lf2yPd-qK5ThAS9FRQQ,"['Restaurants', 'Thai']",Las Vegas,0,36.1440231017,-115.195895992,89102,2,60,4.5,NV
25620,BtyVnPhv-w7x80gj3aITdw,"['Burgers', 'Restaurants']",Henderson,1,36.069821,-115.074583,89014,1,42,4.0,NV
25637,Jd-XHSl0t0JWotORH0IsSg,"['Pizza', 'Restaurants']",Las Vegas,1,36.1002318771,-115.209790539,89103,2,50,2.0,NV
25644,YuhAHVsstmDENWuZM30tMA,"['Thai', 'Restaurants', 'Food']",Las Vegas,1,36.0572622015,-115.157722041,89119,1,117,4.5,NV
25649,Ql_J2DSIE8QYp5rXf3721A,"['Italian', 'Restaurants']",Las Vegas,1,36.11331,-115.2618657,89147,3,36,3.5,NV
25661,Pw1v2dO5sZAS5OhqAtYx9w,"['Comfort Food', 'Restaurants']",Las Vegas,1,36.079959,-115.279285,89113,4,6,4.0,NV
25663,j4nX7yJFULEXXjMKBLwDLw,"['Fast Food', 'Chinese', 'Restaurants']",N Las Vegas,1,36.2173648598,-115.120384665,89030,1,15,2.5,NV
25664,onC6LNdf3HIwjB6LqMjQxw,"['Burgers', 'Fast Food', 'Restaurants']",Las Vegas,1,36.1951593434,-115.030075209,89156,1,6,3.0,NV
25671,FNe5PPA9pyj8FjcDefCBpg,"['Thai', 'Food', 'Vegetarian', 'Restaurants', 'Food Delivery Services']",Las Vegas,1,36.144252,-115.192834,89102,2,591,4.0,NV
25681,IbsvQEsWFv_ip7_t7i6UKg,"['Food', 'Bakeries', 'American (Traditional)', 'Restaurants']",Henderson,0,36.0530335,-115.0457036,89014,0,5,3.5,NV
25683,8KlImDp5zaxdbtjV6_El7Q,"['Tex-Mex', 'Restaurants', 'Mexican', 'Fast Food']",North Las Vegas,1,36.195593,-115.117138,89030,1,3,1.0,NV
25695,RC24XhaFXlntFlYrYmn_Zg,"['Italian', 'Restaurants']",North Las Vegas,0,36.2911461,-115.1817169,89084,2,37,3.0,NV
25709,vOfz55MmWgjNQ3BA2PnhgQ,"['Restaurants', 'American (Traditional)']",Las Vegas,1,36.1134367128,-115.159506798,89169,1,528,4.0,NV
25710,rvnTFEq7R2ZHg0_CYbBNFw,"['Restaurants', 'Buffets', 'Seafood']",Las Vegas,0,36.118117,-115.187298,89103,3,820,3.5,NV
25723,ejSiOheW5Kv4hqqiGyAZ_A,"['Restaurants', 'Sandwiches']",Henderson,1,36.0254612,-115.0466357,89012,1,43,3.5,NV
25748,oXozyDYGP0GhwBxVIP-NZg,"['Restaurants', 'Sandwiches']",Las Vegas,0,36.006758,-115.116175,89183,1,66,3.5,NV
25762,byOhOn25YXJf863vP4e6vw,"['American (Traditional)', 'Restaurants', 'Chicken Wings', 'Fast Food']",North Las Vegas,1,36.2390444,-115.1499163,89032,1,41,2.0,NV
25763,6oRtrBj6OIVmEAqCtDjMdA,"['Chinese', 'Restaurants']",North Las Vegas,0,36.2630128,-115.1805607,89031,2,7,3.5,NV
25764,9kCG5bJ3fT7gR29Gw1suiQ,"['Restaurants', 'Vietnamese']",Las Vegas,0,36.125908,-115.197904,89102,1,8,2.0,NV
25770,YgL5oNrTj6rxr1KQjCM-fw,"['Restaurants', 'Burgers', 'Fast Food']",Henderson,1,36.0425589,-114.9841945,89015,1,30,2.0,NV
25774,_TpHX3oQ_ZXdYiDDhFA3YQ,"['Restaurants', 'Brazilian', 'Steakhouses']",Las Vegas,0,36.017627,-115.1182839,89123,2,9,3.0,NV
25776,D8a2usm9b-j89W9IrJ_Evw,"['Thai', 'Malaysian', 'Chinese', 'Restaurants']",Las Vegas,1,36.1181994101,-115.154252802,89169,2,505,4.0,NV
25787,LN0JGAl8Rr_r_5t_X8Kz6g,"['Steakhouses', 'Italian', 'Pizza', 'Restaurants']",Las Vegas,1,36.1481329465,-115.155773163,89104,2,155,4.0,NV
25798,p5rpYtxS5xPQjt3MXYVEwA,"['Vegetarian', 'Restaurants', 'Burgers', 'Vegan', 'American (New)', 'Breakfast & Brunch', 'American (Traditional)', 'Pizza', 'Sandwiches', 'Food', 'Cafes', 'Juice Bars & Smoothies']",Las Vegas,1,36.0262317,-115.1192573,89123,2,600,4.0,NV
25802,PpD_gfjcw5nsjRmFeAR3_Q,"['Restaurants', 'Fast Food', 'Filipino']",Las Vegas,1,36.1387246809,-115.136444351,89104,1,69,3.5,NV
25811,Ul0xEMKGW3A8T2XFNWeAeA,"['Mexican', 'Restaurants']",Las Vegas,0,36.055269,-115.171549,89123,2,9,3.5,NV
25812,Fkpl9XOvqp2MXCAXsC-zWw,"['Burgers', 'Restaurants', 'Fast Food']",Las Vegas,1,36.1017743362,-115.136581486,89119,1,23,2.0,NV
25816,9M6eqYZlyBMo8K9QztXcIA,"['Cajun/Creole', 'Restaurants', 'Seafood']",Las Vegas,0,36.1280756,-115.2245664,89146,2,109,3.5,NV
25819,HemrOHFWRHP5e6YFftHyGA,"['Restaurants', 'Pizza']",Las Vegas,1,36.1153218298,-115.188031085,89103,1,4,3.0,NV
25820,Itz-xmcJYH76YZ0dgFR8Cg,"['American (Traditional)', 'Restaurants']",North Las Vegas,1,36.2180975,-115.1602533,89030,1,3,2.5,NV
25825,OG7cZilFTvZ2YRFRH6ts7Q,"['Street Vendors', 'Organic Stores', 'Vegetarian', 'Food Stands', 'Vegan', 'Restaurants', 'Event Planning & Services', 'Food Delivery Services', 'Personal Chefs', 'Food']",Las Vegas,1,36.1683449,-115.2659777,89145,0,3,5.0,NV
25826,lqEbAO2I1q4ttg2LvMStqQ,['Restaurants'],Las Vegas,0,36.183143,-115.308819,89144,2,13,4.0,NV
25829,WS9BUR9E1I6JIIP_OTDkLg,"['Sports Bars', 'Restaurants', 'Bars', 'American (Traditional)', 'Nightlife']",Las Vegas,0,36.0669519,-115.1709812,89119,2,16,4.0,NV
25841,BxRTF1hmGAzMzkTDsEp2gw,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants', 'Salad', 'Soup', 'Bagels', 'Food']",Las Vegas,1,36.195762,-115.248815,89128,1,182,3.5,NV
25853,NkuLKJJE_KxcxKs8Kj8thQ,"['Restaurants', 'Japanese', 'Sushi Bars']",Las Vegas,0,36.1599319,-115.2222054,89146,2,34,4.0,NV
25866,2g_auUWw7c3c2CUTgVqI8Q,"['Restaurants', 'Noodles', 'Vietnamese']",Las Vegas,1,36.0447183,-115.2427053,89139,2,48,4.5,NV
25892,TgbzzpwFaTIXNgwwI1ih1w,"['Seafood', 'Restaurants']",Las Vegas,0,36.1556178,-115.3344727,89135,2,7,3.5,NV
25893,2QbWs3zL31_pRN2xo3obwA,"['Restaurants', 'Mexican']",Las Vegas,0,36.1454189,-115.118237,89104,0,3,3.0,NV
25894,WtsxMPURczWQY7y6cNUy8Q,"['Grocery', 'Restaurants', 'Shopping', 'Nutritionists', 'Health Markets', 'Health & Medical', 'Vitamins & Supplements', 'Specialty Food', 'Food', 'Vegan', 'Weight Loss Centers']",Las Vegas,1,36.144583,-115.139501,89104,2,92,4.0,NV
25901,CxE5OE_t29h_wqqK1BsoFA,"['Restaurants', 'American (Traditional)', 'Sandwiches', 'Burgers', 'Diners']",Las Vegas,1,36.0902237379,-115.176439296,89119,2,34,2.0,NV
25908,If6Bku2jkgPiikR6HBu-XQ,"['Breakfast & Brunch', 'American (New)', 'Restaurants', 'American (Traditional)']",Henderson,1,36.0567647,-115.0384868,89014,2,61,2.5,NV
25914,Q_Gjsbu6hsCWTY9nay4Wrg,"['Food Stands', 'Restaurants', 'Tex-Mex', 'Street Vendors', 'Food']",Las Vegas,0,36.2030945,-115.2244853,89108,1,8,4.0,NV
25927,kYtk8YSBtSuwXcvfoRMyoA,"['Restaurants', 'Pizza']",Las Vegas,0,36.095516,-115.1761535,89119,1,3,2.0,NV
25944,sV_8f7ChS4m8LxbQo4Nmdg,"['Restaurants', 'Sushi Bars', 'Food', 'Hawaiian', 'Poke']",Las Vegas,0,36.0724699,-115.2435649,89118,2,28,4.5,NV
25948,HRZfoNssELsHN0SMmYoMsw,"['Mexican', 'Restaurants']",Las Vegas,1,36.144733429,-115.118301392,89104,2,9,4.0,NV
25957,ZPiiFtSUDsYn-LiudUjhUA,"['Sandwiches', 'Fast Food', 'Restaurants']",Henderson,1,35.9974716,-115.1250805,89052,1,6,3.5,NV
25964,YYU_E5ASIuS6HHUu8Kv-Xg,"['Restaurants', 'Vietnamese']",Las Vegas,0,36.0861570412,-115.307519138,89148,1,175,4.5,NV
25973,MgSd4P3ATkiywbbraFygHg,"['Italian', 'Pizza', 'Delis', 'Restaurants']",Las Vegas,1,36.0560801,-115.2808739,89148,2,150,4.0,NV
25992,x-H-2BYL2XoDDLiub950Ag,"['Restaurants', 'Chinese', 'Szechuan']",Las Vegas,1,36.1260223389,-115.223403931,89146,2,52,4.5,NV
26003,qL1YorxvE_D-xoPF9f6f8w,"['Comfort Food', 'Latin American', 'Colombian', 'Specialty Food', 'Restaurants', 'Food', 'Ethnic Food']",Las Vegas,1,36.1230052,-115.2241009,89103,2,61,3.5,NV
26009,ze8qCibT7XPZ1z4xbOAezA,"['Burgers', 'Restaurants', 'Fast Food']",Las Vegas,1,36.0476343582,-115.171709205,89123,1,10,2.0,NV
26012,lnv844c86Q-UMtBHxqDUEg,"['Latin American', 'Mexican', 'Soup', 'Restaurants']",North Las Vegas,0,36.2383454,-115.1550788,89032,1,25,4.0,NV
26019,Asy49gKgikq_NkYsC_7c0Q,"['Sandwiches', 'Restaurants']",Las Vegas,1,35.9836695,-115.1901616,89141,1,82,2.0,NV
26025,nCjsK9-_xH0bxuEqdAc8TA,"['American (Traditional)', 'Restaurants']",Las Vegas,1,36.0838389,-115.148385,89119,2,11,2.5,NV
26035,spCzs32TMQpRCJbJfArZng,"['Restaurants', 'Cafeteria']",Las Vegas,1,36.068814,-115.28119,89148,1,90,3.5,NV
26039,1WBVqmo7tgF0z0eGf4fPhQ,"['Restaurants', 'Italian']",Las Vegas,1,36.1969444,-115.2621175,89128,2,306,4.5,NV
26044,vpoXE7CsEMZNzBMDvkuqHg,"['Thai', 'Restaurants']",Las Vegas,0,36.1136929,-115.3075716,89147,2,75,3.5,NV
26048,kosTPb88O4Q0XGbVbEOGCA,"['Thai', 'Restaurants']",Las Vegas,1,36.1450530608,-115.232838104,89146,1,185,4.0,NV
26060,4v9nhZ5h-KScIsG7uXjfzg,"['Burgers', 'Restaurants', 'Fast Food']",Las Vegas,1,36.1960650937,-115.027087846,89156,1,8,1.5,NV
26071,bjllusUsLq9zE4yZnLpOzg,"['Lebanese', 'Middle Eastern', 'Greek', 'Vegetarian', 'Vegan', 'Mediterranean', 'Restaurants']",Las Vegas,1,36.0711592,-115.2073851,89118,2,422,4.0,NV
26076,F0c5AMuF_w49727bE7xV1w,"['Restaurants', 'American (Traditional)']",Las Vegas,0,36.1448234,-115.1020992,89104,1,16,4.0,NV
26081,iHi-7vmZ6vQ1Kx6HOrqxKQ,"['American (Traditional)', 'Restaurants', 'Chinese', 'Breakfast & Brunch', 'Thai']",Las Vegas,1,36.1461338,-115.1560617,89104,1,32,3.5,NV
26082,DiCfRiL3WX-vwkK85qrIjw,"['Restaurants', 'Pizza']",Las Vegas,1,36.2916151322,-115.316019955,89166,2,86,3.5,NV
26089,x2CLU-qw2Hpwu2vSGLEorg,"['Restaurants', 'Salvadoran', 'Mexican', 'Latin American']",Las Vegas,1,36.1020657,-115.1178357,89119,1,97,3.5,NV
26091,CDfwYmSPggcqlHay1Xa-TQ,"['Pizza', 'Sports Bars', 'Nightlife', 'Bars', 'Restaurants']",Las Vegas,1,36.2234468,-115.2173307,89130,0,7,3.0,NV
26098,3ajYl6uAIpk6-GM6fvokxA,"['Sandwiches', 'Delis', 'Restaurants']",Henderson,1,36.0268739919,-114.965142729,89015,1,12,2.5,NV
26108,pmJqSsCfgbo3TxPWpQNLIw,"['Cafes', 'American (New)', 'Restaurants']",Las Vegas,0,36.0658388,-115.1239441,89119,2,35,4.5,NV
26109,BEtgRzNeXGAf0uQ-HuSyfA,"['Noodles', 'Japanese', 'Ramen', 'Restaurants']",Las Vegas,1,36.0580645287,-115.278394371,89113,2,283,4.5,NV
26114,tP4bAKEDz8aigXVisQYzog,"['Restaurants', 'Pizza']",Las Vegas,0,36.1749298,-115.2058108,89131,0,4,3.0,NV
26127,yrRzB4EZb15shCOt7axnzA,"['Ethnic Food', 'African', 'Specialty Food', 'Food', 'Restaurants']",Las Vegas,1,36.0987051,-115.1367778,89119,2,24,2.5,NV
26144,LvPOrcROpCk535GhmdJAzg,"['Restaurants', 'American (Traditional)']",Boulder City,1,35.9707278,-114.8526289,89005,1,52,3.5,NV
26146,rFs8owHtutwwlqpU9pPIsQ,"['Sandwiches', 'Wraps', 'Restaurants', 'Food', 'Juice Bars & Smoothies']",Las Vegas,1,36.1233811,-115.246376,89103,1,12,3.5,NV
26148,hIUKufhwR6Ifn7bi0-phLA,"['Delis', 'Food', 'Sandwiches', 'Breakfast & Brunch', 'Restaurants', 'Cafes', 'Coffee & Tea', 'French', 'Vegan']",Las Vegas,1,36.066865,-115.273241,89113,1,990,4.5,NV
26154,tcclqqE4T8XbgS-02vsl6A,"['Indian', 'Festivals', 'Arts & Entertainment', 'Restaurants', 'Vegetarian', 'Cultural Center']",Las Vegas,1,36.1639607,-115.1545244,89106,2,7,4.0,NV
26155,1g47zyA_utx8mpgmtLc6tg,"['Hawaiian', 'Restaurants', 'Fast Food', 'Asian Fusion', 'Japanese']",Las Vegas,1,36.1440204,-115.2971864,89117,2,19,3.0,NV
26163,cCM2b60BomgMixIJVpXaLg,"['Barbeque', 'Restaurants']",Henderson,0,36.0169498,-115.1185519,89077,2,7,3.5,NV
26169,jCR-xC4NqoEajjmstqX8sA,"['Seafood', 'Restaurants', 'American (New)', 'Steakhouses']",Las Vegas,1,36.0419145304,-115.183436512,89139,3,262,4.0,NV
26172,XarMlmD4QuRgGdoYoKRRSQ,"['Sandwiches', 'Restaurants', 'American (Traditional)', 'Pizza', 'Food']",Las Vegas,1,36.0731047,-115.1175712,89119,1,122,3.5,NV
26179,iuiwjTcIJjt2kYSpBlH_lg,"['American (Traditional)', 'Restaurants']",Las Vegas,1,36.005924,-115.1389547,89183,1,32,3.5,NV
26186,B19KKE75ZxqoR3EDuvA1qw,"['Chinese', 'Restaurants']",Las Vegas,1,36.1586341,-115.2030893,89102,1,63,2.5,NV
26197,UK2Onb024Azao0DrTHSvhg,"['Food', 'Restaurants', 'Ethnic Food', 'Greek', 'Specialty Food']",Las Vegas,1,36.0148375673,-115.171262962,89123,2,270,4.5,NV
26198,pGXxLgzrGOIN44w_eb_E2g,"['Restaurants', 'Barbeque']",Las Vegas,0,36.0151319,-115.1721706,89123,0,3,2.5,NV
26209,YkOCo5ipV2he2WXIAlZb-A,"['Sushi Bars', 'Asian Fusion', 'Restaurants', 'Mexican']",Las Vegas,1,36.0780826,-115.2421567,89118,2,267,4.5,NV
26212,EZZjaiV8ik05NUepqdeP2A,"['Ethnic Food', 'Vietnamese', 'Imported Food', 'Desserts', 'Food', 'Restaurants', 'Specialty Food']",Las Vegas,1,36.1262521188,-115.217788661,89146,1,16,4.5,NV
26213,NnV0LkIs5YjUSPzAP1nWXQ,"['Asian Fusion', 'Chinese', 'Vegan', 'Vegetarian', 'Thai', 'Restaurants']",Las Vegas,1,36.1261008,-115.211285,89146,2,35,4.5,NV
26214,beuVp5CZxCdNvQIIPBS2rw,"['Food', 'Chinese', 'Hot Pot', 'Fondue', 'Mongolian', 'Do-It-Yourself Food', 'Barbeque', 'Restaurants']",Las Vegas,1,36.1273078,-115.2243612,89146,2,433,4.5,NV
26216,SvrxuO2ihYbOW092eQ-dqA,"['Event Planning & Services', 'Hotels', 'Hotels & Travel', 'Seafood', 'Steakhouses', 'Italian', 'Restaurants', 'Mexican']",Henderson,0,36.0612766,-115.0414723,89014,2,8,5.0,NV
26250,wcLH-Sg2Ef3YfEaWRHufMA,"['Delis', 'Sandwiches', 'Restaurants']",Henderson,1,36.042133,-115.1015116,89014,1,29,3.5,NV
26271,eHgxuooEDnjsmmckxPcKHQ,"['Chinese', 'Restaurants']",Las Vegas,1,36.1164467,-115.1848942,89103,2,19,3.5,NV
26280,yUqJReOv26454QkjGz37Yw,"['Nightlife', 'Karaoke', 'Restaurants', 'Sushi Bars', 'Japanese']",Las Vegas,0,36.1239576,-115.2079142,89103,2,27,4.0,NV
26285,pNYrI9kmAvv1TmAmSoJ23A,"['Chinese', 'Restaurants']",North Las Vegas,1,36.2747854536,-115.118304514,89081,1,90,3.0,NV
26290,8qC6M0kvOu9L_2QVh5pfhg,"['Restaurants', 'Sandwiches']",North Las Vegas,1,36.2375135389,-115.159480553,89030,1,76,3.5,NV
26309,IBSePQdC8MwoWdMmoyegnw,"['Bars', 'American (Traditional)', 'Restaurants', 'Beer', 'Wine & Spirits', 'Sports Bars', 'Casinos', 'Nightlife', 'Arts & Entertainment', 'Food']",Las Vegas,1,36.2037503,-115.242497,89108,2,23,3.0,NV
26319,Fu_MNxmXW0neptI-ShZRpw,"['Chinese', 'Restaurants']",Las Vegas,0,36.123589,-115.207512,89103,1,9,3.5,NV
26327,jBh399TajGcH28Zo2J1pHw,"['American (Traditional)', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Burgers', 'Food']",Las Vegas,1,36.1518122,-115.3320001,89135,2,415,3.5,NV
26334,TRjROoIwqKg76ZS53DN-Ww,"['Restaurants', 'Fast Food', 'Mexican']",Las Vegas,1,36.1865513,-115.1164427,89101,1,29,2.5,NV
26337,tv-WIUQifcp5J9pUKoiE3Q,"['Food', 'Asian Fusion', 'Food Trucks', 'Restaurants']",Las Vegas,1,36.0765176,-115.1533426,89119,1,52,4.0,NV
26348,FuxEwSFbJ73D7UuIdiIBPQ,"['Restaurants', 'Nightlife', 'Sports Bars', 'Pubs', 'American (New)', 'Bars']",Henderson,1,36.0578411,-115.0378923,89014,2,57,3.0,NV
26354,S9CrHJJnns3cqdGca7mQWQ,"['Restaurants', 'Chinese']",Las Vegas,1,36.0146305779,-115.153939784,89183,1,84,3.5,NV
26369,CmzJMXgsD7deXT7QSaLi1Q,"['Event Planning & Services', 'Caterers', 'Restaurants', 'Barbeque']",Las Vegas,1,36.1462673,-115.1829873,89102,1,3,3.5,NV
26372,zL3x_UWvNYLTtxJzO8sKmg,"['Bars', 'Asian Fusion', 'Tapas/Small Plates', 'Nightlife', 'Restaurants', 'American (New)', 'Cocktail Bars']",Las Vegas,0,36.1001961,-115.1269689,89119,2,48,4.0,NV
26381,KNTjauGqmib3sG1HWJyKEQ,"['Korean', 'Restaurants']",Las Vegas,1,36.1442771,-115.145359,89104,2,216,4.0,NV
26399,aJK0MWXKgXIgQUCM9fqSJQ,"['Restaurants', 'Pizza', 'Italian']",Las Vegas,0,36.1297818,-115.2746743,89117,2,68,3.5,NV
26414,xqWx-D0sT5cevkULWJy6xA,"['Restaurants', 'Caterers', 'Event Planning & Services', 'Mexican']",Las Vegas,1,36.1592347,-115.1262515,89104,0,3,3.5,NV
